SKU,PO_Qty_Australia_Market,PO_Qty_Canada_Market,PO_Qty_Europe_Market,PO_Qty_US_Market,PO_Qty_Unallocated_PO,STPO_Qty_Australia_Market,STPO_Qty_Canada_Market,STPO_Qty_Europe_Market,STPO_Qty_US_Market,STPO_Qty_Unallocated_PO,STPO_Qty_STPO_Unlinked_To_Market,Effective_ETA_Australia_Market,Effective_ETA_Canada_Market,Effective_ETA_Europe_Market,Effective_ETA_US_Market,Effective_ETA_Unallocated_PO,Effective_ETA_STPO_Unlinked_To_Market,Total_STPO_InTransit_Global,Total_Inventory_Global,Total_Purchased_PO_Qty_Global,Incoming_Total_Qty_Global,Total_Ordered_Sales_Qty_Global,Inv_AGUS011,Inv_ALCA021,Inv_ANAU003,Inv_AUCN,Inv_EMCA001,Inv_EMCA003,Inv_EMCA006,Inv_FFCN,Inv_JDCATOR5,Inv_JDCAYVR2,Inv_JDUSCA4,Inv_JDUSHOU1,Inv_JDUSNJ4,Inv_NLAU001,Inv_NLAU002,Inv_Pierre_Claude_CA,Inv_Pierre_Claude_US,Inv_SKUS004,Inv_SKUS014,Inv_SKUS027,Inv_SWUS005,Inv_SWUS013,Inv_valencia_na_US
11-0000-SAMPLE,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000011-A01,0,1,0,10,0,0,0,0,0,0,0,,2025-05-14,,2024-06-20,,,0,8,11,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000015-A07,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,76,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,23,0,0,0,3,0,0
11-000018-A07,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000019-A07,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000033-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,1,0,0,0,0,0,0,0,0,0
11-000033B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,1,0,0,0,0,0,0,0,0,0
11-000034-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,11,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11-000034B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,11,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11-000034B3-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,11,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11-000035-A10,0,0,0,5,0,0,0,0,0,0,0,,,,2025-03-14,,,0,11,5,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0
11-000035B2-A10,0,0,0,5,0,0,0,0,0,0,0,,,,2025-03-14,,,0,11,5,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0
11-000035B3-A10,0,0,0,5,0,0,0,0,0,0,0,,,,2025-03-14,,,0,11,5,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0
11-000037-A10,0,5,0,5,0,0,0,0,0,0,0,,2025-03-14,,2025-03-14,,,0,7,10,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
11-000037B2-A10,0,5,0,5,0,0,0,0,0,0,0,,2025-03-14,,2025-03-14,,,0,7,10,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
11-000038-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
11-000038B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
11-000038B3-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
11-000039-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
11-000039B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
11-000039B3-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
11-000041-A10,0,5,0,6,0,0,0,0,0,0,0,,2025-03-14,,2025-03-14,,,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11-000041B2-A10,0,5,0,6,0,0,0,0,0,0,0,,2025-03-14,,2025-03-14,,,0,2,11,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11-000042-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000042B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000042B3-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000043-A10,0,0,0,0,0,0,0,0,0,0,1,,,,,,2025-05-16,1,3,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000043B2-A10,0,0,0,0,0,0,0,0,0,0,1,,,,,,2025-05-16,1,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000043B3-A10,0,0,0,0,0,0,0,0,0,0,1,,,,,,2025-05-16,1,4,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000045-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0
11-000045B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0
11-000046-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11-000046B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11-000046B3-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11-000047-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11-000047B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11-000047B3-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11-000050-A06,0,0,0,44,0,0,0,0,0,0,0,,,,2025-06-14,,,0,1,44,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000050-A10,0,25,0,0,0,0,0,0,0,0,0,,2025-03-14,,,,,0,7,25,25,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000050B2-A06,0,0,0,44,0,0,0,0,0,0,0,,,,2025-06-14,,,0,3,44,44,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11-000050B2-A10,0,25,0,0,0,0,0,0,0,0,0,,2025-03-14,,,,,0,8,25,25,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11-000051-A06,0,0,0,5,0,0,0,0,0,0,0,,,,2024-10-28,,,0,5,5,5,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
11-000051-A10,0,10,0,20,0,0,0,0,0,0,0,,2024-05-07,,2025-01-11,,,0,10,30,30,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11-000051B2-A06,0,0,0,5,0,0,0,0,0,0,0,,,,2024-10-28,,,0,6,5,5,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0
11-000051B2-A10,0,10,0,20,0,0,0,0,0,0,0,,2024-05-07,,2025-01-11,,,0,14,30,30,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000051B3-A06,0,0,0,5,0,0,0,0,0,0,0,,,,2024-10-28,,,0,6,5,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11-000051B3-A10,0,10,0,20,0,0,0,0,0,0,0,,2024-05-07,,2025-01-11,,,0,21,30,30,0,0,0,0,0,0,0,0,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11-000052-A06,0,0,0,4,0,0,0,0,0,0,0,,,,2024-07-01,,,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
11-000052-A10,0,10,0,0,0,0,0,0,0,0,0,,2024-05-07,,,,,0,14,10,10,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
11-000052B2-A06,0,0,0,4,0,0,0,0,0,0,0,,,,2024-07-01,,,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
11-000052B2-A10,0,10,0,0,0,0,0,0,0,0,0,,2024-05-07,,,,,0,14,10,10,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
11-000052B3-A06,0,0,0,4,0,0,0,0,0,0,0,,,,2024-07-01,,,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
11-000052B3-A10,0,10,0,0,0,0,0,0,0,0,0,,2024-05-07,,,,,0,16,10,10,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
11-000054-A10,0,7,0,0,0,0,0,0,0,0,0,,2025-05-15,,,,,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
11-000054B2-A10,0,7,0,0,0,0,0,0,0,0,0,,2025-05-15,,,,,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
11-000055-A10,0,7,0,0,0,0,0,0,0,0,0,,2025-05-15,,,,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000055B2-A10,0,7,0,0,0,0,0,0,0,0,0,,2025-05-15,,,,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000055B3-A10,0,7,0,0,0,0,0,0,0,0,0,,2025-05-15,,,,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000059-A09,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,33,0,0,0,0,0,0,0,0,8,0,2,7,0,0,0,5,0,0,5,0,0,6,0,0,0,0
11-000060-A09,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1,0,0,5,0,0,0,0,0,0
11-000065-A09,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11-000066-A09,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,9,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0
11-000071-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,12,0,0,0,0,0,0,0,0,0,1,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
11-000071B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,12,0,0,0,0,0,0,0,0,0,1,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
11-000071B3-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,12,0,0,0,0,0,0,0,0,0,1,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
11-000075-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
11-000075B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
11-000075B3-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
11-000076-A10,0,5,0,0,0,0,0,0,0,0,0,,2025-03-14,,,,,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11-000076B2-A10,0,5,0,0,0,0,0,0,0,0,0,,2025-03-14,,,,,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
11-000076B3-A10,0,5,0,0,0,0,0,0,0,0,0,,2025-03-14,,,,,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11-000077-A10,0,0,0,5,0,0,0,0,0,0,0,,,,2025-03-14,,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000077B2-A10,0,0,0,5,0,0,0,0,0,0,0,,,,2025-03-14,,,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11-000077B3-A10,0,0,0,5,0,0,0,0,0,0,0,,,,2025-03-14,,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000078-A06,0,0,0,4,0,0,0,0,0,0,0,,,,2024-07-01,,,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
11-000078-A10,0,10,0,0,0,0,0,0,0,0,0,,2024-05-07,,,,,0,20,10,10,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0
11-000078B2-A06,0,0,0,4,0,0,0,0,0,0,0,,,,2024-07-01,,,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
11-000078B2-A10,0,10,0,0,0,0,0,0,0,0,0,,2024-05-07,,,,,0,15,10,10,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
11-000078B3-A06,0,0,0,4,0,0,0,0,0,0,0,,,,2024-07-01,,,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
11-000078B3-A10,0,10,0,0,0,0,0,0,0,0,0,,2024-05-07,,,,,0,16,10,10,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0
11-000080-A01,0,7,0,2,0,0,0,0,0,0,0,,2024-12-07,,2024-05-09,,,0,9,9,9,0,0,1,2,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
11-000080B2-A01,0,7,0,2,0,0,0,0,0,0,0,,2024-12-07,,2024-05-09,,,0,8,9,9,0,0,0,2,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
11-000081-A01,0,1,0,2,0,0,0,0,0,0,0,,2025-05-03,,2024-05-09,,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000081-A01-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000094-A15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,17,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11-000095-A15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-0000E-CARTON,0,0,0,2,0,0,0,0,0,0,0,,,,2025-01-11,,,0,76,2,2,0,0,0,0,0,0,0,0,16,32,10,8,0,10,0,0,0,0,0,0,0,0,0,0
11-000106-A06,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
11-000106-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0
11-000106B2-A06,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
11-000106B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0
11-000107B1-A06,0,9,0,0,0,0,0,0,0,0,0,,2025-03-14,,,,,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000107B2-A06,0,9,0,0,0,0,0,0,0,0,0,,2025-03-14,,,,,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000107B3-A06,0,9,0,0,0,0,0,0,0,0,0,,2025-03-14,,,,,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000108B1-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000108B2-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000108B3-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000109-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11-000109B2-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11-000109B3-A10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11-000118-A01,0,5,0,0,0,0,0,0,0,0,0,,2024-11-15,,,,,0,5,5,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11-000118-A01-UK,0,0,0,0,2,0,0,0,0,0,0,,,,,2025-02-17,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000119-A01,0,1,0,0,0,0,0,0,0,0,0,,2025-04-13,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000123-A06,0,2,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000123B2-A06,0,2,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000124-A10,0,0,0,0,0,0,0,0,0,0,4,,,,,,2025-05-16,4,5,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000124B2-A10,0,0,0,0,0,0,0,0,0,0,4,,,,,,2025-05-16,4,6,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000124B3-A10,0,0,0,0,0,0,0,0,0,0,4,,,,,,2025-05-16,4,5,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000125-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000125-A10,0,1,0,0,0,0,0,0,0,0,0,,2025-05-15,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000125B2-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000125B2-A10,0,1,0,0,0,0,0,0,0,0,0,,2025-05-15,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000125B3-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000125B3-A10,0,1,0,0,0,0,0,0,0,0,0,,2025-05-15,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000126-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000126B2-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000126B3-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000141-A15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000141B2-A15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000142-A15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11-000142B2-A15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11-000143-A15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000143B2-A15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000144-A01,0,2,0,0,0,0,0,0,0,0,0,,2025-05-03,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000144-A15,0,2,0,2,0,0,0,0,0,0,0,,2025-06-03,,,,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000144B2-A15,0,2,0,2,0,0,0,0,0,0,0,,2025-06-03,,,,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000145-A15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000145B2-A15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000175B1-A06,0,0,0,25,0,0,0,0,3,0,0,,,,2025-05-02,,,3,8,25,28,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
11-000175B1-A10,0,15,0,10,0,0,0,0,0,0,0,,2025-03-14,,2025-03-14,,,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000175B2-A06,0,0,0,25,0,0,0,0,3,0,0,,,,2025-05-02,,,3,11,25,28,0,0,0,3,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0
11-000175B2-A10,0,15,0,10,0,0,0,0,0,0,0,,2025-03-14,,2025-03-14,,,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000175B3-A06,0,0,0,25,0,0,0,0,3,0,0,,,,2025-05-02,,,3,9,25,28,0,0,0,1,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0
11-000175B3-A10,0,15,0,10,0,0,0,0,0,0,0,,2025-03-14,,2025-03-14,,,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000176B1-A06,0,13,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000176B2-A06,0,13,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-000176B3-A06,0,13,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
